Local Date,Local Time,Close,Net,%Chg,Open,Low,High,Volume
2025-03-31 01:01:00,2025-03-31 01:01:00,552.5,-1.61500000000001,-0.00291455744746128,552.6,551.22,552.6,10147.0
2025-03-31 01:02:00,2025-03-31 01:02:00,552.41,-0.0900000000000318,-0.000162895927601868,552.5,552.25,552.5,2082.0
2025-03-31 01:03:00,2025-03-31 01:03:00,552.01,-0.399999999999977,-0.000724099853369739,552.35,551.98,552.39,4245.0
2025-03-31 01:04:00,2025-03-31 01:04:00,551.85,-0.159999999999968,-0.000289849821561146,551.93,551.84,552.07,3735.0
2025-03-31 01:05:00,2025-03-31 01:05:00,551.72,-0.129999999999995,-0.000235571260306234,551.82,551.71,551.9,4467.0
2025-03-31 01:06:00,2025-03-31 01:06:00,551.66,-0.0600000000000591,-0.000108750815631224,551.65,551.53,551.73,1263.0
2025-03-31 01:07:00,2025-03-31 01:07:00,551.87,0.210000000000036,0.000380669252800704,551.67,551.6,551.9,10527.0
2025-03-31 01:08:00,2025-03-31 01:08:00,551.62,-0.25,-0.000453005236740537,551.96,551.62,552.0,1351.0
2025-03-31 01:09:00,2025-03-31 01:09:00,551.76,0.139999999999986,0.000253797904354422,551.67,551.67,551.92,1830.0
2025-03-31 01:10:00,2025-03-31 01:10:00,551.98,0.220000000000027,0.000398724082934659,551.77,551.75,552.07,11703.0
2025-03-31 01:11:00,2025-03-31 01:11:00,551.9,-0.0800000000000409,-0.000144932787419908,551.98,551.78,551.98,960.0
2025-03-31 01:12:00,2025-03-31 01:12:00,552.2,0.300000000000068,0.000543576734915869,551.89,551.89,552.2,1955.0
2025-03-31 01:13:00,2025-03-31 01:13:00,552.19,-0.00999999999999091,-1.8109380659165e-05,552.16,552.06,552.26,362.0
2025-03-31 01:14:00,2025-03-31 01:14:00,552.49,0.299999999999955,0.000543291258443569,552.18,552.16,552.49,1140.0
2025-03-31 01:15:00,2025-03-31 01:15:00,552.44,-0.0499999999999545,-9.04993755542264e-05,552.4,552.27,552.48,460.0
2025-03-31 01:16:00,2025-03-31 01:16:00,552.43,-0.0100000000001046,-1.81015132867001e-05,552.44,552.37,552.5,270.0
2025-03-31 01:17:00,2025-03-31 01:17:00,552.47,0.0400000000000773,7.24073638290413e-05,552.37,552.31,552.47,762.0
2025-03-31 01:18:00,2025-03-31 01:18:00,552.43,-0.0400000000000773,-7.24021213822964e-05,552.47,552.38,552.57,1819.0
2025-03-31 01:19:00,2025-03-31 01:19:00,552.39,-0.0399999999999636,-7.24073638288355e-05,552.45,552.34,552.47,1652.0
2025-03-31 01:20:00,2025-03-31 01:20:00,552.22,-0.169999999999959,-0.000307753579898186,552.27,552.16,552.27,619.0
2025-03-31 01:21:00,2025-03-31 01:21:00,551.92,-0.300000000000068,-0.000543261743508146,552.06,551.86,552.13,344.0
2025-03-31 01:22:00,2025-03-31 01:22:00,551.89,-0.0299999999999727,-5.43557037251281e-05,551.85,551.79,551.96,392.0
2025-03-31 01:23:00,2025-03-31 01:23:00,551.76,-0.129999999999995,-0.000235554186522668,551.97,551.74,551.98,330.0
2025-03-31 01:24:00,2025-03-31 01:24:00,551.52,-0.240000000000009,-0.000434971726837772,551.77,551.52,551.78,3523.0
2025-03-31 01:25:00,2025-03-31 01:25:00,551.5,-0.0199999999999818,-3.62634174644289e-05,551.56,551.45,551.6,2419.0
2025-03-31 01:26:00,2025-03-31 01:26:00,551.44,-0.0599999999999454,-0.000108794197642693,551.45,551.32,551.55,685.0
2025-03-31 01:27:00,2025-03-31 01:27:00,551.76,0.319999999999936,0.000580298853909648,551.57,551.53,551.76,1384.0
2025-03-31 01:28:00,2025-03-31 01:28:00,551.74,-0.0199999999999818,-3.62476439031133e-05,551.79,551.65,551.84,1561.0
2025-03-31 01:29:00,2025-03-31 01:29:00,551.55,-0.190000000000055,-0.000344365099503488,551.71,551.55,551.71,355.0
2025-03-31 01:30:00,2025-03-31 01:30:00,551.54,-0.00999999999999091,-1.81307225092755e-05,551.55,551.36,551.56,1740.0
2025-03-31 01:31:00,2025-03-31 01:31:00,551.55,0.00999999999999091,1.81310512383343e-05,551.57,551.53,551.73,943.0
2025-03-31 01:32:00,2025-03-31 01:32:00,551.4,-0.149999999999977,-0.000271960837639339,551.58,551.39,551.58,1502.0
2025-03-31 01:33:00,2025-03-31 01:33:00,551.55,0.149999999999977,0.000272034820456977,551.59,551.47,551.63,1816.0
2025-03-31 01:34:00,2025-03-31 01:34:00,551.67,0.120000000000005,0.000217568670111512,551.6,551.6,551.7,897.0
2025-03-31 01:35:00,2025-03-31 01:35:00,551.66,-0.00999999999999091,-1.81267786901425e-05,551.67,551.66,551.75,247.0
2025-03-31 01:36:00,2025-03-31 01:36:00,551.59,-0.0699999999999363,-0.000126889750933431,551.65,551.59,551.67,288.0
2025-03-31 01:37:00,2025-03-31 01:37:00,551.43,-0.160000000000082,-0.000290070523396149,551.59,551.32,551.59,325.0
2025-03-31 01:38:00,2025-03-31 01:38:00,551.31,-0.120000000000005,-0.000217616016538826,551.47,551.26,551.47,971.0
2025-03-31 01:39:00,2025-03-31 01:39:00,551.34,0.0300000000000864,5.44158458944812e-05,551.31,551.22,551.34,434.0
